product_code,title,url,price_azn,old_price_azn,discount_azn,availability,labels,monthly_payment_azn
2HQDBZE,Asus ROG Strix SCAR 18 G835LR-SA005(90NR0LS1-M00050),https://irshad.az/az/mehsullar/asus-rog-strix-scar-18-g835lr-sa005-90nr0ls1-m00050-2,6299.99,8999.99,2700.0,,Faizsiz təklif Yalnız online sifariş -2700 AZN,350.0
6ZAOWOB,Asus ROG Strix G18 G815LR-S9085(90NR0LT1-M00390),https://irshad.az/az/mehsullar/asus-rog-strix-g18-g815lr-s9085-90nr0lt1-m00390-2,5499.99,7999.99,2500.0,,Faizsiz təklif Yalnız online sifariş -2500 AZN,305.56
M75S6UG,Asus ROG Strix G16 G615LR-S5192(90NR0LR1-M007S0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g615lr-s5192-90nr0lr1-m007s0,5499.99,7999.99,2500.0,,Faizsiz təklif Yalnız online sifariş -2500 AZN,305.56
OENQAGU,Asus ROG Strix G16 G614FR-RV008(90NR0NK7-M000B0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g614fr-rv008-90nr0nk7-m000b0,4399.99,6399.99,2000.0,,Faizsiz təklif Yalnız online sifariş -2000 AZN,244.44
PEBZKWA,ASUS ROG Strix G18 G815JMR-S9092(90NR0LE1-M004U0),https://irshad.az/az/mehsullar/asus-rog-strix-g18-g815jmr-s9092-90nr0le1-m004u0,4199.99,6199.99,2000.0,,Faizsiz təklif Yalnız online sifariş -2000 AZN,233.33
XQLKAZS,ASUS TUF Gaming A18 FA808UM-S8030(90NR0NN1-M001M0),https://irshad.az/az/mehsullar/asus-tuf-gaming-a18-fa808um-s8030-90nr0nn1-m001m0,2999.99,3999.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,166.67
3XCS3ZU,ASUS TUF Gaming F16 FX608JMR-RV037(90NR0NB1-M002S0),https://irshad.az/az/mehsullar/asus-tuf-gaming-f16-fx608jmr-rv037-90nr0nb1-m002s0,3149.99,3899.99,750.0,,Faizsiz təklif Yalnız online sifariş -750 AZN,175.0
PWQLXAH,ASUS ROG Strix G16 G614FH-RV024(90NR0L07-M000X0),https://irshad.az/az/mehsullar/asus-rog-strix-g16-g614fh-rv024-90nr0l07-m000x0,3299.99,4299.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,183.33
I3HSAPH,ASUS TUF Gaming F16 FX607VU-RL112(90NR0N06-M007E0),https://irshad.az/az/mehsullar/asus-tuf-gaming-f16-fx607vu-rl112-90nr0n06-m007e0,2349.99,2739.99,390.0,,Faizsiz təklif Yalnız online sifariş -390 AZN,130.56
1RGLO26,HP 14-ep 1000ci (A16JYEA),https://irshad.az/az/mehsullar/hp-14-ep-1000ci-a16jyea,1849.99,2349.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,102.78
103924,Lenovo IP Slim 3 15IRU8 (82X700D6RK),https://irshad.az/az/mehsullar/lenovo-ip-slim-3-15iru8-82x700d6rk,819.99,959.99,140.0,Stokda var,Stokda var Faizsiz təklif -140 AZN,45.56
103923,Lenovo IP 1 15IJL7 (82LX00EKRK),https://irshad.az/az/mehsullar/lenovo-ip-1-15ijl7-82lx00ekrk,539.99,659.99,120.0,Stokda var,Stokda var Faizsiz təklif -120 AZN,30.0
103922,Lenovo IP Slim 3 15IRH10 (83K1002VRK),https://irshad.az/az/mehsullar/lenovo-ip-slim-3-15irh10-83k1002vrk,1089.99,1399.99,310.0,,Stokda var - Məhdud sayda Faizsiz təklif -310 AZN,60.56
103911,HP 250R G9 (9Y6T0AT),https://irshad.az/az/mehsullar/hp-250r-g9-9y6t0at,1419.99,1529.99,110.0,,Faizsiz təklif Yalnız online sifariş -110 AZN,78.89
103906,HP 255 G10 (AL0A9AT),https://irshad.az/az/mehsullar/hp-255-g10-al0a9at,1149.99,1449.99,300.0,,Faizsiz təklif Yalnız online sifariş -300 AZN,63.89
103905,HP 250 G10 (9Y6X1AT),https://irshad.az/az/mehsullar/hp-250-g10-9y6x1at,1119.99,1199.99,80.0,,Faizsiz təklif Yalnız online sifariş -80 AZN,62.22
103904,НР Laptop 15-fc0041ci (8K826EA),https://irshad.az/az/mehsullar/nr-laptop-15-fc0041ci-8k826ea,1039.99,1119.99,80.0,,Faizsiz təklif Yalnız online sifariş -80 AZN,57.78
103880,Lenovo IP 1 15AMN7 (82VG00TRRK),https://irshad.az/az/mehsullar/lenovo-ip-1-15amn7-82vg00trrk,899.99,1079.99,180.0,Stokda var,Stokda var Faizsiz təklif -180 AZN,50.0
103873,Acer Extensa 15 EX215-57-75TD (NX.EJBER.004),https://irshad.az/az/mehsullar/acer-extensa-15-ex215-57-75td-nxejber004,1209.99,1599.99,390.0,Stokda var,Stokda var Faizsiz təklif -390 AZN,67.22
103845,LENOVO IP Slim 3 15IRH10 (83K1002URK),https://irshad.az/az/mehsullar/lenovo-ip-slim-3-15irh10-83k1002urk,1039.99,1349.99,310.0,Stokda var,Stokda var Faizsiz təklif -310 AZN,57.78
103672,Acer Aspire 5 A515-58M-79CS (NX.KQ8EX.003),https://irshad.az/az/mehsullar/acer-aspire-5-a515-58m-79cs-nxkq8ex003,1379.99,1599.99,220.0,,Stokda var - Məhdud sayda Faizsiz təklif -220 AZN,76.67
103318,ASUS ROG Zephyrus G14 OLED GA403UV-QS175 (90NR0I02-M00990),https://irshad.az/az/mehsullar/asus-rog-zephyrus-g14-oled-ga403uv-qs175-90nr0i02-m00990,3839.99,4119.99,280.0,,Faizsiz təklif Yalnız online sifariş -280 AZN,213.33
103316,ASUS ROG Strix SCAR 18 G835LW-SA013 (90NR0LI1-M00140) (2025),https://irshad.az/az/mehsullar/asus-rog-strix-scar-18-g835lw-sa013-90nr0li1-m00140-2025,7719.99,9849.99,2130.0,,Faizsiz təklif Yalnız online sifariş -2130 AZN,428.89
103314,ASUS ROG Strix SCAR 16 G635LW-RW036 (90NR0LD1-M001D0) (2025),https://irshad.az/az/mehsullar/asus-rog-strix-scar-16-g635lw-rw036-90nr0ld1-m001d0-2025,7639.99,9199.99,1560.0,,Faizsiz təklif Yalnız online sifariş -1560 AZN,424.44
103307,Asus ZenBook DUO OLED UX8406CA-PZ079W (90NB14X1-M00330) (2025),https://irshad.az/az/mehsullar/asus-zenbook-duo-oled-ux8406ca-pz079w-90nb14x1-m00330-2025,3999.99,4999.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,222.22
103306,ASUS ZenBook Duo OLED UX8406CA-QL080W (90NB14X1-M00340) (2025),https://irshad.az/az/mehsullar/asus-zenbook-duo-oled-ux8406ca-ql080w-90nb14x1-m00340-2025,3589.99,4189.99,600.0,,Faizsiz təklif Yalnız online sifariş -600 AZN,199.44
103305,ASUS ZenBook S 14 OLED UX5406SA-PV037W (90NB14F2-M007Z0),https://irshad.az/az/mehsullar/asus-zenbook-s-14-oled-ux5406sa-pv037w-90nb14f2-m007z0,2949.99,3749.99,800.0,,Faizsiz təklif Yalnız online sifariş -800 AZN,163.89
103301,ASUS ZenBook S 14 OLED UX5406SA-PV036W (90NB14F1-M007V0),https://irshad.az/az/mehsullar/asus-zenbook-s-14-oled-ux5406sa-pv036w-90nb14f1-m007v0,2949.99,3749.99,800.0,,Faizsiz təklif Yalnız online sifariş -800 AZN,163.89
103293,ASUS ZenBook 14 OLED UM3406KA-QD130 (90NB14U1-M007L0),https://irshad.az/az/mehsullar/asus-zenbook-14-oled-um3406ka-qd130-90nb14u1-m007l0,2099.99,3099.99,1000.0,,Faizsiz təklif Yalnız online sifariş -1000 AZN,116.67
103290,Asus VivoBook S16 OLED M5606KA-RI036 (90NB1592-M00170),https://irshad.az/az/mehsullar/asus-vivobook-s16-oled-m5606ka-ri036-90nb1592-m00170,2399.99,3299.99,900.0,,Faizsiz təklif Yalnız online sifariş -900 AZN,133.33
103284,LENOVO YOGA 7 2-in-1 14ILL10 (83JQ005CRK) (2025),https://irshad.az/az/mehsullar/lenovo-yoga-7-2-in-1-14ill10-83jq005crk-2025,2499.99,3099.99,600.0,,Faizsiz təklif Yalnız online sifariş -600 AZN,138.89
103283,LENOVO YOGA 7 2-in-1 14ILL10 (83JQ005DRK) (2025),https://irshad.az/az/mehsullar/lenovo-ideapad-5-2-in-1-16ahp9-83ds0055rk-103283,2399.99,2699.99,300.0,,Faizsiz təklif Yalnız online sifariş -300 AZN,133.33
103281,LENOVO IdeaPad 5 2-in-1 16AHP9 (83DS0055RK),https://irshad.az/az/mehsullar/lenovo-ideapad-5-2-in-1-16ahp9-83ds0055rk,2049.99,2999.99,950.0,,Faizsiz təklif Yalnız online sifariş -950 AZN,113.89
103279,LENOVO V15 G4 AMN (82YU0080RU),https://irshad.az/az/mehsullar/lenovo-v15-g4-amn-82yu0080ru,799.99,949.99,150.0,,Faizsiz təklif Yalnız online sifariş -150 AZN,44.44
103260,HONOR MagicBook X14 Clound Gray (GDG-X) 2025,https://irshad.az/az/mehsullar/honor-magicbook-x14-clound-gray-gdg-x-2025,1199.99,1499.99,300.0,,Stokda var - Məhdud sayda Faizsiz təklif -300 AZN,66.67
103259,HONOR Magic Book X16 Space Gray (BRG-585) 2025,https://irshad.az/az/mehsullar/honor-magic-book-x16-space-gray-brg-585-2025,1159.99,1499.99,340.0,Stokda var,Stokda var Faizsiz təklif -340 AZN,64.44
103253,HONOR Magic Book X16  Space Gray 16GB (BRG-565) 2025,https://irshad.az/az/mehsullar/honor-magic-book-x16-space-gray-brg-565-2025,1379.99,1649.99,270.0,Stokda var,Stokda var Faizsiz təklif -270 AZN,76.67
103251,HONOR MagicBook X14 Space Gray (FRG-X) 2025,https://irshad.az/az/mehsullar/honor-magicbook-x14-space-gray-frg-x-2025,1299.99,1549.99,250.0,Stokda var,Stokda var Faizsiz təklif -250 AZN,72.22
103191,Acer Aspire 3 A325-45 (ZN.N01SI.03K),https://irshad.az/az/mehsullar/acer-aspire-3-a325-45-znn01si03k,569.99,649.99,80.0,Stokda var,Stokda var Faizsiz təklif -80 AZN,31.67
103185,HP Victus15-fb2139nw (A58SQEA),https://irshad.az/az/mehsullar/hp-victus15-fb2139nw-a58sqea,1999.99,2399.99,400.0,Stokda var,Stokda var Faizsiz təklif -400 AZN,111.11
103184,Lenovo IdeaPad 15IJL7 (82LX00D7PS),https://irshad.az/az/mehsullar/lenovo-ideapad-15ijl7-82lx00d7ps,509.99,629.99,120.0,Stokda var,Stokda var Faizsiz təklif -120 AZN,28.33
103183,HP Victus 15-fb1107NQ (99V16EA),https://irshad.az/az/mehsullar/hp-victus-15-fb1107nq-99v16ea,1449.99,1699.99,250.0,,Stokda var - Məhdud sayda Faizsiz təklif -250 AZN,80.56
103173,HP PB450 G10 (9G1R4ET),https://irshad.az/az/mehsullar/hp-pb450-g10-9g1r4et,1539.99,1659.99,120.0,,Faizsiz təklif Yalnız online sifariş -120 AZN,85.56
102974,Apple MacBook Air M4 (MC6U4RU),https://irshad.az/az/mehsullar/apple-macbook-air-m4-mc6u4ru,2879.99,3299.99,420.0,,Stokda var - Məhdud sayda Faizsiz təklif -420 AZN,160.0
102980,Apple MacBook Air M4 (MW1H3RU),https://irshad.az/az/mehsullar/apple-macbook-air-m4-mw1h3ru,3359.99,3829.99,470.0,Stokda var,Stokda var Faizsiz təklif -470 AZN,186.67
102762,Acer Extensa 15 EX215-57-34VC (NX.EJAER.003),https://irshad.az/az/mehsullar/acer-extensa-15-ex215-57-34vc-nxejaer003,839.99,999.99,160.0,Stokda var,Stokda var Faizsiz təklif -160 AZN,46.67
102723,Acer Nitro V 15 ANV15-41-R6KT (NHQSHER001),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-41-r6kt-nhqsher001,1639.99,1999.99,360.0,Stokda var,Stokda var Faizsiz təklif -360 AZN,91.11
102721,Lenovo LOG 15IAX9 (83GS00EMRK),https://irshad.az/az/mehsullar/lenovo-log-15iax9-83gs00emrk,1639.99,1949.99,310.0,,Stokda var - Məhdud sayda Faizsiz təklif -310 AZN,91.11
102680,HP PB440 G11 (9G1W6ET),https://irshad.az/az/mehsullar/hp-pb440-g11-9g1w6et,2099.99,2269.99,170.0,,Faizsiz təklif Yalnız online sifariş -170 AZN,116.67
102675,HP PB 440 G10 (A38G9ET),https://irshad.az/az/mehsullar/hp-pb-440-g10-a38g9et,1869.99,2329.99,460.0,,Faizsiz təklif Yalnız online sifariş -460 AZN,103.89
102669,HP 250 G10 (AK9P4AT),https://irshad.az/az/mehsullar/hp-250-g10-ak9p4at,1139.99,1449.99,310.0,,Faizsiz təklif Yalnız online sifariş -310 AZN,63.33
102273,HONOR Magic Book X16 Space Gray (BRG-561) 2025,https://irshad.az/az/mehsullar/honor-magic-book-x16-space-gray-brg-561-2025,1459.99,1749.99,290.0,Stokda var,Stokda var Faizsiz təklif -290 AZN,81.11
102264,HP PB460 G11 (9G1P7ET),https://irshad.az/az/mehsullar/hp-pb460-g11-9g1p7et,2119.99,2289.99,170.0,,Faizsiz təklif Yalnız online sifariş -170 AZN,117.78
102263,HONOR Magic Book Pro X16 2024  WIN11 White (DRA-54),https://irshad.az/az/mehsullar/honor-magic-book-pro-x16-2024-win11-white-dra-54,2149.99,2699.99,550.0,,Stokda var - Məhdud sayda Faizsiz təklif -550 AZN,119.44
102197,HP 250 G10 (9G1W2ET),https://irshad.az/az/mehsullar/hp-250-g10-9g1w2et,999.99,,,,Faizsiz təklif Yalnız online sifariş,55.56
102191,HP PB 440 G10 (9G1Q5ET),https://irshad.az/az/mehsullar/hp-pb-440-g10-9g1q5et,1499.99,1999.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,83.33
102189,HP PB 440 G10 (9G2Q1ET),https://irshad.az/az/mehsullar/hp-pb-440-g10-9g2q1et,1779.99,2189.99,410.0,,Faizsiz təklif Yalnız online sifariş -410 AZN,98.89
102186,Acer Extensa 15 EX215-55-31TC (NXEGYER01R),https://irshad.az/az/mehsullar/acer-extensa-15-ex215-55-31tc-nxegyer01r,599.99,699.99,100.0,,Stokda var - Məhdud sayda Faizsiz təklif -100 AZN,33.33
102110,HP Victus 15-fa1082wm (A2BZ7UA),https://irshad.az/az/mehsullar/hp-victus-15-fa1082wm-a2bz7ua,1989.99,2199.99,210.0,,Stokda var - Məhdud sayda Faizsiz təklif -210 AZN,110.56
102091,HP 250R G9(A3DP4ES),https://irshad.az/az/mehsullar/hp-250r-g9-a3dp4es,1199.99,1359.99,160.0,,Faizsiz təklif Yalnız online sifariş -160 AZN,66.67
101825,HONOR Magic Book Art  14 2024  Ultra7  Sunrise White (MRA-721) (Touchscreen),https://irshad.az/az/mehsullar/honor-magic-book-art-14-2024-ultra7-sunrise-white-mra-721,2849.99,3599.99,750.0,Stokda var,Stokda var Faizsiz təklif -750 AZN,158.33
101773,ASUS TUF Gaming A14 FA401UU-RG013 (90NR0JD1-M001E0),https://irshad.az/az/mehsullar/asus-tuf-gaming-a14-fa401uu-rg013-90nr0jd1-m001e0,2599.99,3529.99,930.0,,Faizsiz təklif Yalnız online sifariş -930 AZN,144.44
101694,HP 250 G10 (8X9R2ES),https://irshad.az/az/mehsullar/hp-250-g10-8x9r2es,1099.99,1399.99,300.0,,Stokda var - Məhdud sayda Faizsiz təklif -300 AZN,61.11
101666,HP PB 450G10 (9X1Q4ES),https://irshad.az/az/mehsullar/hp-pb-450g10-9x1q4es,1739.99,1869.99,130.0,,Faizsiz təklif Yalnız online sifariş -130 AZN,96.67
101662,HONOR Magic Book Pro X16 2024  WIN11 Purple (DRA-54),https://irshad.az/az/mehsullar/honor-magic-book-pro-x16-2024-win11-purple-dra-54,2149.99,2699.99,550.0,,Stokda var - Məhdud sayda Faizsiz təklif -550 AZN,119.44
101655,HP Laptop 15-fd 0096ci (8Q748EA),https://irshad.az/az/mehsullar/hp-laptop-15-fd-0096ci-8q748ea,1089.99,1169.99,80.0,,Faizsiz təklif Yalnız online sifariş -80 AZN,60.56
101630,Acer Nitro V 15 ANV15-51-76ER 1TB SSD  (NHQNBEM005),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-51-76er-1tb-ssd-nhqnbem005,2299.99,2799.99,500.0,,Stokda var - Məhdud sayda Faizsiz təklif -500 AZN,127.78
101627,Acer Nitro V 15 ANV15-51-59RM 1TB/16GB  (NHQNDEM001),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-51-59rm-16gb-nhqndem001-101627,1659.99,1949.99,290.0,Stokda var,Stokda var Faizsiz təklif -290 AZN,92.22
101626,Acer Nitro V 15 ANV15-51-59RM 16GB  (NHQNDEM001),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-51-59rm-16gb-nhqndem001,1539.99,1849.99,310.0,Stokda var,Stokda var Faizsiz təklif -310 AZN,85.56
101580,Lenovo V15 G4 IRU (83A1007CRM),https://irshad.az/az/mehsullar/lenovo-v15-g4-iru-83a1007crm,759.99,929.99,170.0,,Stokda var - Məhdud sayda Faizsiz təklif -170 AZN,42.22
101575,Acer Aspire Lite AL15-31P-C3W5  (NX.KZ7EM.005),https://irshad.az/az/mehsullar/acer-aspire-lite-al15-31p-c3w5-nxkz7em005,539.99,649.99,110.0,,Stokda var - Məhdud sayda Faizsiz təklif -110 AZN,30.0
101484,Acer Aspire 3 A315-44P-R8A2 NX.KSJER.007,https://irshad.az/az/mehsullar/acer-aspire-3-a315-44p-r8a2-nx-ksjer-007,1069.99,1199.99,130.0,Stokda var,Stokda var Faizsiz təklif -130 AZN,59.44
101405,HONOR Magic Book Art 14 2024 Ultra7 Emerald Green (MRA-721) (Touchscreen),https://irshad.az/az/mehsullar/honor-magic-book-art-14-2024-ultra7-emerald-green-mra-721,2849.99,3599.99,750.0,,Stokda var - Məhdud sayda Faizsiz təklif -750 AZN,158.33
101383,ASUS VivoBook E1504GA-WS36 (90NB0ZT2-M00ZZ0),https://irshad.az/az/mehsullar/asus-vivobook-e1504ga-ws36-90nb0zt2-m00zz0,729.99,999.99,270.0,,Stokda var - Məhdud sayda Faizsiz təklif -270 AZN,40.56
101303,HP PB450 G10 (9B9D3EA),https://irshad.az/az/mehsullar/hp-pb450-g10-9b9d3ea,1519.99,1629.99,110.0,,Faizsiz təklif Yalnız online sifariş -110 AZN,84.44
101293,HP Envy x 360 Laptop 15-fe 0013ci (9C9F0EA),https://irshad.az/az/mehsullar/hp-envy-x-360-laptop-15-fe-0013ci-9c9f0ea,1999.99,2499.99,500.0,,Faizsiz təklif Yalnız online sifariş -500 AZN,111.11
101290,ASUS TUF FA506NFR-HN129 (90NR0JU7-M002R0),https://irshad.az/az/mehsullar/asus-tuf-fa506nfr-hn129-90nr0ju7-m002r0,1689.99,1799.99,110.0,,Stokda var - Məhdud sayda Faizsiz təklif -110 AZN,93.89
101287,HP Laptop 15s-fq0008nia (A05LQEA),https://irshad.az/az/mehsullar/hp-laptop-15s-fq0008nia-a05lqea,559.99,699.99,140.0,,Stokda var - Məhdud sayda Faizsiz təklif -140 AZN,31.11
101277,Lenovo IdeaPad Slim 3 15IRU8 (82X700BVPS),https://irshad.az/az/mehsullar/lenovo-ideapad-slim-3-15iru8-82x700bvps,729.99,929.99,200.0,Stokda var,Stokda var Faizsiz təklif -200 AZN,40.56
101263,Asus Vivobook 15 X1504VA-NJ104 12GB (90NB10J2-M00KS0),https://irshad.az/az/mehsullar/asus-vivobook-15-x1504va-nj104-12gb-90nb10j2-m00ks0,1079.99,1349.99,270.0,,Stokda var - Məhdud sayda Faizsiz təklif -270 AZN,60.0
101258,Acer Nitro V 15 ANV15-51-75VW (NHQNASA002),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-51-75vw-nhqnasa002,1819.99,2169.99,350.0,,Stokda var - Məhdud sayda Faizsiz təklif -350 AZN,101.11
101195,Apple MacBook Pro M4 (MW2V3RU),https://irshad.az/az/mehsullar/apple-macbook-pro-m4-mw2v3ru,3799.99,4949.99,1150.0,,Stokda var - Məhdud sayda Faizsiz təklif -1150 AZN,211.11
101194,Apple MacBook Pro M4 (MW2U3RU),https://irshad.az/az/mehsullar/apple-macbook-pro-m4-mw2u3ru,3299.99,4299.99,1000.0,,Stokda var - Məhdud sayda Faizsiz təklif -1000 AZN,183.33
101141,Apple MacBook Pro M4 (MX2F3RU),https://irshad.az/az/mehsullar/apple-macbook-pro-m4-mx2f3ru,4999.99,6399.99,1400.0,,Stokda var - Məhdud sayda Faizsiz təklif -1400 AZN,277.78
101122,Acer Nitro V 15 ANV15-51-59RM 8GB (NHQNDEM001),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-51-59rm-8gb-nhqndem001,1479.99,1749.99,270.0,Stokda var,Stokda var Faizsiz təklif -270 AZN,82.22
101105,HP Victus 16-r1011nia  (A7KC2EA),https://irshad.az/az/mehsullar/hp-victus-16-r1011nia-a7kc2ea,2549.99,3299.99,750.0,,Stokda var - Məhdud sayda Faizsiz təklif -750 AZN,141.67
100968,Acer Aspire 5 A515-58P-55K7 (NXKHJER004),https://irshad.az/az/mehsullar/acer-aspire-5-a515-58p-55k7-nxkhjer004,1069.99,1349.99,280.0,Stokda var,Stokda var Faizsiz təklif -280 AZN,59.44
100945,Acer Nitro V 15 ANV15-41-R70B (NHQSJER001),https://irshad.az/az/mehsullar/acer-nitro-v-15-anv15-41-r70b-nhqsjer001,1479.99,1769.99,290.0,Stokda var,Stokda var Faizsiz təklif -290 AZN,82.22
100940,Lenovo LOQ 15ARP9 (83JC005GRK),https://irshad.az/az/mehsullar/lenovo-loq-15arp9-83jc005grk,1599.99,1899.99,300.0,,Stokda var - Məhdud sayda Faizsiz təklif -300 AZN,88.89
100770,Asus VivoBook S S5507QA-MA006W(90NB14Q2-M005E0),https://irshad.az/az/mehsullar/asus-vivobook-s-s5507qa-ma006w-90nb14q2-m005e0-3,3219.99,3949.99,730.0,,Faizsiz təklif Yalnız online sifariş -730 AZN,178.89
100768,Asus S5507QA-MA007W (90NB14Q2-M005F0),https://irshad.az/az/mehsullar/asus-s5507qa-ma007w-90nb14q2-m005f0,2739.99,3369.99,630.0,,Faizsiz təklif Yalnız online sifariş -630 AZN,152.22
100665,HP Laptop 14-fd0121ci (A2LR5EA),https://irshad.az/az/mehsullar/hp-laptop-14-fd0121ci-a2lr5ea,1099.99,1349.99,250.0,,Faizsiz təklif Yalnız online sifariş -250 AZN,61.11
100657,HP 250 G10 (85C87EA),https://irshad.az/az/mehsullar/hp-250-g10-85c87ea,869.99,1049.99,180.0,,Faizsiz təklif Yalnız online sifariş -180 AZN,48.33
100572,Asus ZenBook UX3405MA-QD379W (90NB11R1-M00ZU0),https://irshad.az/az/mehsullar/asus-zenbook-ux3405ma-qd379w-90nb11r1-m00zu0,3059.99,3289.99,230.0,,Faizsiz təklif Yalnız online sifariş -230 AZN,170.0
100496,Acer Aspire 5 A515-58P-77H8 (NXKHJER00B),https://irshad.az/az/mehsullar/acer-aspire-5-a515-58p-77h8-nxkhjer00b,1289.99,1599.99,310.0,,Stokda var - Məhdud sayda Faizsiz təklif -310 AZN,71.67
100253,Acer Aspire 3 A315-35-C2PE  (NXA6LSG01D),https://irshad.az/az/mehsullar/acer-aspire-3-a315-35-c2pe-nxa6lsg01d,519.99,599.99,80.0,Stokda var,Stokda var Faizsiz təklif -80 AZN,28.89
100131,HP Victus 15-fb2082wm  (A14MNUA),https://irshad.az/az/mehsullar/hp-victus-15-fb2082wm-a14mnua,1809.99,2049.99,240.0,,Stokda var - Məhdud sayda Faizsiz təklif -240 AZN,100.56
100080,HP Laptop 15-fd0355nia  (9Q341EA),https://irshad.az/az/mehsullar/hp-laptop-15-fd0355nia-9q341ea,1079.99,1349.99,270.0,,Stokda var - Məhdud sayda Faizsiz təklif -270 AZN,60.0
99713,HP EliteBook 860 G11 (A26S6EA),https://irshad.az/az/mehsullar/hp-elitebook-860-g11-a26s6ea,3039.99,3279.99,240.0,,Faizsiz təklif Yalnız online sifariş -240 AZN,168.89
99709,HP EliteBook 840 G11 Notebook PC (A26SJEA),https://irshad.az/az/mehsullar/hp-elitebook-840-g11-notebook-pc-a26sjea,2689.99,2899.99,210.0,,Faizsiz təklif Yalnız online sifariş -210 AZN,149.44
99665,HP Laptop 15-fd0104ci (9S1L9EA),https://irshad.az/az/mehsullar/hp-laptop-15-fd0104ci-9s1l9ea,1419.99,1519.99,100.0,,Faizsiz təklif Yalnız online sifariş -100 AZN,78.89
99633,ASUS ROG Zephyrus G16 OLED GA605WV-QR077 (90NR0JA2-M00360),https://irshad.az/az/mehsullar/asus-rog-zephyrus-g16-oled-ga605wv-qr077-90nr0ja2-m00360,4889.99,5429.99,540.0,,Faizsiz təklif Yalnız online sifariş -540 AZN,271.67
